---------- BOTNET FLOWS DETECTED ----------

66.154.83.138:7871 -> 69.118.12.89:8609 (UDP)
66.154.80.111:7871 -> 72.224.165.157:1416 (UDP)
66.154.83.138:7871 -> 196.217.202.48:16275 (UDP)
71.92.73.124:19417 -> 66.154.83.107:7871 (UDP)
66.154.80.125:7871 -> 71.35.131.209:5024 (UDP)
66.154.83.80:7871 -> 123.116.227.227:50599 (UDP)
66.154.83.138:7871 -> 83.64.4.181:14942 (UDP)
66.154.80.101:7871 -> 69.226.44.141:11687 (UDP)
121.54.96.9:8742 -> 66.154.87.61:7871 (UDP)
66.154.87.57:7871 -> 77.106.139.162:17144 (UDP)
72.171.109.108:5024 -> 66.154.80.105:7871 (UDP)
66.154.87.61:7871 -> 122.163.2.113:16711 (UDP)
122.162.75.238:12358 -> 66.154.87.39:7871 (UDP)
83.33.44.210:5051 -> 66.154.83.107:7871 (UDP)
66.154.80.101:7871 -> 190.42.90.185:12355 (UDP)
66.154.87.39:7871 -> 218.39.210.182:21150 (UDP)
66.154.87.39:7871 -> 59.120.103.214:59300 (UDP)
81.88.228.4:7417 -> 66.154.83.138:7871 (UDP)
66.154.87.41:7871 -> 83.9.253.212:3616 (UDP)
66.154.87.39:7871 -> 24.154.191.69:12066 (UDP)
62.211.231.202:19817 -> 66.154.87.39:7871 (UDP)
66.154.83.158:63422 -> 67.149.59.200:8 (TCP)
66.154.80.125:7871 -> 68.81.110.30:1198 (UDP)
66.154.83.138:7871 -> 88.3.166.104:7185 (UDP)
190.77.147.163:5470 -> 66.154.83.138:7871 (UDP)
88.149.231.39:9474 -> 66.154.87.41:7871 (UDP)
64.184.40.62:2416 -> 66.154.83.107:7871 (UDP)
82.67.148.2:13293 -> 66.154.83.113:7871 (UDP)
61.1.54.229:15111 -> 66.154.83.107:7871 (UDP)
200.81.232.72:28758 -> 66.154.87.61:7871 (UDP)
66.154.80.105:7871 -> 60.190.75.86:14577 (UDP)
66.154.83.107:7871 -> 125.229.133.100:8543 (UDP)
67.149.59.200:8 -> 69.61.28.88:63016 (TCP)
66.154.87.39:7871 -> 201.230.219.102:18142 (UDP)
69.165.59.82:8 -> 66.154.83.145:63197 (TCP)
61.17.200.145:8815 -> 66.154.87.57:7871 (UDP)
67.174.78.148:11217 -> 66.154.87.61:7871 (UDP)
24.11.150.168:27566 -> 66.154.83.138:7871 (UDP)
66.154.83.107:7871 -> 71.81.208.96:30071 (UDP)
62.112.219.165:63523 -> 66.154.80.105:7871 (UDP)
66.154.87.41:7871 -> 212.245.250.46:11024 (UDP)
58.71.157.225:26024 -> 66.154.87.39:7871 (UDP)
207.119.248.11:4725 -> 66.154.80.125:7871 (UDP)
66.154.80.105:7871 -> 68.189.77.145:25014 (UDP)
66.154.83.147:63407 -> 69.113.158.42:8 (TCP)
66.154.87.39:7871 -> 83.8.182.226:51019 (UDP)
66.150.188.209:80 -> 10.0.2.15:1445 (TCP)
66.154.87.39:7871 -> 74.32.183.165:60373 (UDP)
66.154.83.107:7871 -> 80.134.117.117:16492 (UDP)
66.154.83.138:7871 -> 72.23.84.29:31636 (UDP)
71.224.174.119:11547 -> 66.154.83.138:7871 (UDP)
66.154.87.58:7871 -> 24.21.247.50:30903 (UDP)
66.154.87.58:7871 -> 74.134.225.0:10487 (UDP)
85.118.41.11:17967 -> 66.154.83.138:7871 (UDP)
84.185.204.79:9774 -> 66.154.80.105:7871 (UDP)
66.154.80.101:7871 -> 190.18.116.196:16275 (UDP)
66.154.87.61:7871 -> 64.126.122.162:37908 (UDP)
66.154.80.101:7871 -> 196.209.208.157:21090 (UDP)
82.166.239.182:51553 -> 66.154.80.105:7871 (UDP)
72.224.165.157:17228 -> 66.154.80.111:7871 (UDP)
66.154.80.101:7871 -> 220.238.90.191:6705 (UDP)
66.154.80.111:7871 -> 121.247.11.147:50350 (UDP)
76.102.215.70:55098 -> 66.154.83.113:7871 (UDP)
72.14.183.202:80 -> 10.0.2.15:3878 (TCP)
217.235.115.222:10401 -> 66.154.83.138:7871 (UDP)
85.59.220.216:26049 -> 66.154.80.111:7871 (UDP)
71.115.242.202:11275 -> 66.154.80.101:7871 (UDP)
82.148.67.67:20130 -> 66.154.83.107:7871 (UDP)
66.154.87.41:7871 -> 81.203.178.94:11318 (UDP)
85.54.245.62:3853 -> 66.154.87.41:7871 (UDP)
66.154.87.61:7871 -> 24.239.74.97:33406 (UDP)
66.154.87.41:7871 -> 189.153.59.165:28591 (UDP)
4.158.201.167:30680 -> 66.154.83.113:7871 (UDP)
66.154.87.39:7871 -> 189.181.127.24:23826 (UDP)
66.154.87.61:7871 -> 85.176.24.156:13121 (UDP)
76.210.7.91:14532 -> 66.154.80.101:7871 (UDP)
66.154.83.107:7871 -> 200.106.95.53:10096 (UDP)
66.154.80.101:7871 -> 81.56.236.153:17292 (UDP)
66.154.80.105:7871 -> 24.184.114.178:11275 (UDP)
66.154.87.61:7871 -> 212.160.182.18:20964 (UDP)
66.154.83.113:7871 -> 200.106.10.246:14918 (UDP)
66.154.83.107:7871 -> 69.208.72.74:20601 (UDP)
66.154.83.138:7871 -> 86.126.169.232:4539 (UDP)
71.31.29.125:60105 -> 66.154.83.113:7871 (UDP)
66.154.87.61:7871 -> 206.248.217.158:22569 (UDP)
66.154.80.101:7871 -> 74.12.32.221:14532 (UDP)
81.229.145.58:23303 -> 66.154.83.80:7871 (UDP)
117.6.96.81:10085 -> 66.154.80.125:7871 (UDP)
66.154.80.101:7871 -> 68.93.193.78:11275 (UDP)
66.154.87.58:7871 -> 201.204.47.66:50445 (UDP)
66.154.87.39:7871 -> 91.76.4.115:31709 (UDP)
66.154.83.113:7871 -> 65.185.22.44:5839 (UDP)
217.132.83.67:5877 -> 66.154.87.57:7871 (UDP)
66.154.87.39:7871 -> 189.131.133.173:30843 (UDP)
84.59.24.90:13973 -> 66.154.80.125:7871 (UDP)
69.18.188.22:17932 -> 66.154.83.80:7871 (UDP)
122.160.0.108:11826 -> 66.154.80.105:7871 (UDP)
80.134.207.122:4383 -> 66.154.80.119:7871 (UDP)
213.214.49.8:26314 -> 66.154.80.125:7871 (UDP)
90.203.48.20:20571 -> 66.154.83.113:7871 (UDP)
66.154.83.80:7871 -> 74.193.155.51:35833 (UDP)
200.67.79.167:57447 -> 66.154.87.57:7871 (UDP)
85.176.255.136:4900 -> 66.154.87.61:7871 (UDP)
82.225.160.46:12050 -> 66.154.80.101:7871 (UDP)
24.165.115.55:8 -> 69.61.28.82:63336 (TCP)
66.154.83.80:7871 -> 87.219.171.58:7137 (UDP)
66.154.80.111:7871 -> 162.127.23.84:7310 (UDP)
66.154.87.61:7871 -> 190.31.70.41:10080 (UDP)
123.8.247.226:12272 -> 66.154.83.80:7871 (UDP)
76.86.188.204:4861 -> 66.154.80.111:7871 (UDP)
80.219.77.173:11845 -> 66.154.80.101:7871 (UDP)
66.154.83.151:63182 -> 24.165.115.55:8 (TCP)
66.154.87.41:7871 -> 87.174.245.158:3973 (UDP)
66.154.87.61:7871 -> 194.165.158.68:9064 (UDP)
66.154.83.80:7871 -> 222.127.89.21:50177 (UDP)
66.154.87.57:7871 -> 83.167.112.243:53432 (UDP)
81.137.244.168:18850 -> 66.154.80.105:7871 (UDP)
66.154.83.138:7871 -> 85.214.49.81:16953 (UDP)
66.154.87.57:7871 -> 74.218.88.2:19454 (UDP)
58.165.191.102:60309 -> 66.154.83.80:7871 (UDP)
66.154.80.111:7871 -> 207.203.96.132:15733 (UDP)
69.113.158.42:8 -> 69.61.28.90:63162 (TCP)
81.28.125.20:62451 -> 66.154.80.105:7871 (UDP)
66.154.87.39:7871 -> 200.81.24.84:26022 (UDP)
69.38.85.153:16864 -> 66.154.87.41:7871 (UDP)
66.154.94.245:28844 -> 66.154.83.113:7871 (UDP)
66.69.47.70:137 -> 66.154.87.61:137 (UDP)
201.194.54.34:50782 -> 66.154.80.111:7871 (UDP)
66.154.87.57:7871 -> 65.80.66.87:42361 (UDP)
82.249.222.71:11275 -> 66.154.87.41:7871 (UDP)
62.34.17.58:31044 -> 66.154.83.138:7871 (UDP)
66.154.83.107:7871 -> 88.242.3.131:27955 (UDP)
41.208.192.125:3887 -> 66.154.80.125:7871 (UDP)
58.9.17.123:21746 -> 66.154.87.39:7871 (UDP)
206.53.51.189:21354 -> 66.154.80.105:7871 (UDP)
66.154.80.101:7871 -> 123.20.203.121:50489 (UDP)
195.234.108.157:9566 -> 66.154.83.138:7871 (UDP)
68.102.2.57:63254 -> 66.154.83.80:7871 (UDP)
66.154.80.111:7871 -> 81.240.98.172:10000 (UDP)
66.154.83.80:7871 -> 189.181.131.126:23826 (UDP)
190.51.121.32:4072 -> 66.154.87.39:7871 (UDP)
68.58.102.44:2133 -> 66.154.80.111:7871 (UDP)
66.154.80.101:7871 -> 84.42.67.157:14056 (UDP)
76.31.144.43:10848 -> 66.154.83.80:7871 (UDP)
125.27.115.16:29595 -> 66.154.87.61:7871 (UDP)
89.20.121.59:28201 -> 66.154.80.101:7871 (UDP)
66.154.87.61:7871 -> 91.98.37.68:23710 (UDP)
66.154.87.61:7871 -> 202.177.251.173:55226 (UDP)
83.6.67.72:4027 -> 66.154.87.39:7871 (UDP)
66.154.87.41:7871 -> 202.133.73.202:44467 (UDP)
66.154.83.80:7871 -> 90.27.202.229:17027 (UDP)
66.154.83.82:135 -> 67.101.63.28:57954 (TCP)
212.199.15.67:5598 -> 66.154.80.105:7871 (UDP)
85.104.59.138:11274 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 213.177.169.67:13616 (UDP)
4.253.61.127:28518 -> 66.154.87.41:7871 (UDP)
66.154.87.61:7871 -> 24.38.196.239:31919 (UDP)
79.2.204.11:13228 -> 66.154.87.58:7871 (UDP)
66.154.80.111:7871 -> 65.185.144.245:18782 (UDP)
10.0.2.15:3991 -> 72.14.183.202:80 (TCP)
66.31.142.35:1618 -> 66.154.87.41:7871 (UDP)
66.154.80.125:7871 -> 89.171.42.130:4864 (UDP)
66.154.80.125:7871 -> 70.221.114.239:12774 (UDP)
201.205.197.114:50797 -> 66.154.80.111:7871 (UDP)
59.92.175.178:16072 -> 66.154.87.41:7871 (UDP)
90.42.198.14:5457 -> 66.154.87.41:7871 (UDP)
67.177.114.151:8 -> 69.61.28.68:63902 (TCP)
66.154.83.107:7871 -> 85.172.166.186:14575 (UDP)
66.154.87.57:7871 -> 85.140.197.188:3291 (UDP)
82.124.159.57:29149 -> 66.154.83.107:7871 (UDP)
66.154.83.107:7871 -> 68.196.69.121:3643 (UDP)
66.154.83.138:7871 -> 88.254.19.111:18194 (UDP)
69.176.35.85:17976 -> 66.154.87.39:7871 (UDP)
82.134.171.22:30422 -> 66.154.80.125:7871 (UDP)
66.154.83.113:7871 -> 71.29.204.68:26704 (UDP)
62.243.84.188:7007 -> 66.154.83.138:7871 (UDP)
83.191.72.99:16351 -> 66.154.87.57:7871 (UDP)
66.154.83.80:7871 -> 76.119.95.198:33755 (UDP)
66.154.83.113:7871 -> 69.152.216.5:10891 (UDP)
76.216.123.250:25143 -> 66.154.80.105:7871 (UDP)
72.0.178.31:23629 -> 66.154.80.111:7871 (UDP)
66.154.83.113:7871 -> 70.240.64.246:6919 (UDP)
190.43.39.113:10674 -> 66.154.83.80:7871 (UDP)
84.60.199.238:19413 -> 66.154.87.57:7871 (UDP)
66.154.80.105:7871 -> 69.242.205.247:2283 (UDP)
71.135.122.48:23659 -> 66.154.80.101:7871 (UDP)
66.154.80.101:7871 -> 76.114.169.29:3081 (UDP)
66.154.87.39:7871 -> 78.160.8.5:18839 (UDP)
66.154.80.111:7871 -> 64.126.122.162:30470 (UDP)
217.172.156.38:11275 -> 66.154.83.113:7871 (UDP)
66.154.83.138:7871 -> 83.17.92.222:13330 (UDP)
124.180.84.205:61961 -> 66.154.80.105:7871 (UDP)
58.187.132.121:18714 -> 66.154.80.105:7871 (UDP)
71.251.143.70:50012 -> 66.154.83.80:7871 (UDP)
66.154.80.101:7871 -> 88.46.55.90:11051 (UDP)
77.100.90.77:29046 -> 66.154.83.138:7871 (UDP)
71.238.111.155:4243 -> 66.154.80.111:7871 (UDP)
66.154.87.58:7871 -> 71.51.173.189:10836 (UDP)
207.177.66.138:25889 -> 66.154.83.113:7871 (UDP)
66.154.80.105:7871 -> 200.88.163.47:60301 (UDP)
66.154.83.138:7871 -> 74.192.1.106:4839 (UDP)
69.18.188.22:64985 -> 66.154.87.39:7871 (UDP)
66.154.80.111:7871 -> 68.103.71.194:15150 (UDP)
72.222.192.102:18023 -> 66.154.87.57:7871 (UDP)
217.68.161.209:2436 -> 66.154.87.39:7871 (UDP)
64.53.153.228:22831 -> 66.154.83.107:7871 (UDP)
74.193.155.51:32777 -> 66.154.87.39:7871 (UDP)
66.154.87.41:7871 -> 147.102.36.12:10699 (UDP)
24.255.39.228:26159 -> 66.154.87.58:7871 (UDP)
219.95.59.130:33597 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 70.150.193.2:40703 (UDP)
66.154.87.41:7871 -> 88.251.209.14:50769 (UDP)
66.154.80.105:7871 -> 91.122.188.237:16385 (UDP)
83.237.45.211:20099 -> 66.154.80.111:7871 (UDP)
69.255.85.74:14395 -> 66.154.87.57:7871 (UDP)
66.154.87.41:7871 -> 169.142.1.1:13554 (UDP)
63.138.163.59:17137 -> 66.154.87.61:7871 (UDP)
66.154.87.57:7871 -> 210.245.51.120:25102 (UDP)
66.154.80.111:7871 -> 68.110.79.219:32770 (UDP)
24.211.203.29:11028 -> 66.154.83.107:7871 (UDP)
66.154.87.41:7871 -> 89.182.87.46:45271 (UDP)
66.154.83.138:7871 -> 71.193.62.91:9703 (UDP)
66.154.83.80:7871 -> 24.113.248.221:33489 (UDP)
66.154.80.105:7871 -> 80.86.252.6:3424 (UDP)
66.154.80.101:7871 -> 122.167.15.216:13507 (UDP)
41.245.72.146:29140 -> 66.154.80.105:7871 (UDP)
67.181.100.188:30598 -> 66.154.87.39:7871 (UDP)
81.98.96.23:50528 -> 66.154.80.101:7871 (UDP)
66.154.80.101:7871 -> 80.166.134.117:62946 (UDP)
66.154.80.101:7871 -> 125.230.166.134:8281 (UDP)
66.154.83.138:7871 -> 190.40.115.59:28597 (UDP)
65.30.81.171:8 -> 66.154.83.150:63828 (TCP)
58.105.116.216:11217 -> 66.154.80.101:7871 (UDP)
83.43.101.103:13770 -> 66.154.83.113:7871 (UDP)
66.154.87.41:7871 -> 78.113.126.210:16911 (UDP)
82.54.115.7:7955 -> 66.154.87.41:7871 (UDP)
66.154.83.107:7871 -> 67.83.33.238:13224 (UDP)
72.236.138.242:51640 -> 66.154.83.113:7871 (UDP)
66.154.94.232:25709 -> 66.154.80.111:7871 (UDP)
77.50.12.206:6761 -> 66.154.87.41:7871 (UDP)
66.154.83.107:7871 -> 196.202.220.75:11275 (UDP)
66.154.87.41:7871 -> 87.205.218.119:12346 (UDP)
194.79.14.46:24461 -> 66.154.80.111:7871 (UDP)
190.189.1.12:60069 -> 66.154.80.101:7871 (UDP)
128.211.221.47:8 -> 69.61.28.88:63097 (TCP)
66.154.83.80:7871 -> 91.98.37.68:61887 (UDP)
66.154.80.116:61465 -> 85.248.121.12:80 (TCP)
65.222.216.226:2010 -> 66.154.80.111:7871 (UDP)
66.154.80.105:7871 -> 69.69.196.249:18421 (UDP)
10.0.2.15:3966 -> 74.125.39.104:80 (TCP)
66.154.83.138:7871 -> 217.153.251.43:15595 (UDP)
66.154.87.57:7871 -> 60.241.47.7:21573 (UDP)
143.215.129.25:12522 -> 66.154.87.61:7871 (UDP)
66.154.83.80:7871 -> 200.121.162.15:11534 (UDP)
65.182.251.139:19013 -> 66.154.80.125:7871 (UDP)
66.154.80.111:7871 -> 189.168.4.218:23466 (UDP)
72.174.157.232:16275 -> 66.154.87.57:7871 (UDP)
59.96.5.118:28484 -> 66.154.87.57:7871 (UDP)
66.154.83.80:7871 -> 78.86.2.122:50902 (UDP)
59.162.117.137:7258 -> 66.154.83.113:7871 (UDP)
71.68.248.93:3664 -> 66.154.80.101:7871 (UDP)
190.138.86.84:50000 -> 66.154.87.41:7871 (UDP)
85.25.87.39:3526 -> 66.154.87.39:7871 (UDP)
66.154.80.111:7871 -> 122.164.90.232:50737 (UDP)
201.195.23.146:50407 -> 66.154.80.101:7871 (UDP)
77.73.111.195:11275 -> 66.154.80.125:7871 (UDP)
200.45.178.175:50391 -> 66.154.87.39:7871 (UDP)
66.154.80.101:7871 -> 65.40.136.133:22444 (UDP)
195.230.85.7:2283 -> 66.154.87.41:7871 (UDP)
72.78.118.167:47311 -> 66.154.80.101:7871 (UDP)
61.94.202.114:61674 -> 66.154.80.111:7871 (UDP)
66.154.83.80:7871 -> 88.246.196.127:17976 (UDP)
59.126.47.16:19515 -> 66.154.87.39:7871 (UDP)
66.154.87.41:7871 -> 59.163.72.130:49025 (UDP)
66.154.87.41:7871 -> 77.64.145.151:3303 (UDP)
82.67.65.171:13064 -> 66.154.80.111:7871 (UDP)
66.154.80.101:7871 -> 200.165.137.99:62682 (UDP)
69.218.232.69:27519 -> 66.154.80.105:7871 (UDP)
66.154.83.80:7871 -> 76.212.173.8:15604 (UDP)
66.154.87.39:7871 -> 62.219.164.201:21261 (UDP)
24.253.245.8:31679 -> 66.154.83.80:7871 (UDP)
72.228.55.213:16432 -> 66.154.83.113:7871 (UDP)
88.226.50.200:11275 -> 66.154.83.107:7871 (UDP)
66.154.80.105:7871 -> 59.144.248.192:63375 (UDP)
82.247.19.148:21940 -> 66.154.87.39:7871 (UDP)
66.154.83.107:7871 -> 143.215.130.182:31045 (UDP)
66.154.80.111:7871 -> 121.181.165.179:27489 (UDP)
66.154.83.135:445 -> 66.154.99.2:2388 (TCP)
66.154.83.138:7871 -> 71.122.199.250:50892 (UDP)
211.232.209.123:1756 -> 66.154.87.58:7871 (UDP)
10.0.2.15:1540 -> 74.125.39.99:80 (TCP)
10.0.2.15:4311 -> 74.125.39.105:80 (TCP)
74.193.155.51:35516 -> 66.154.80.111:7871 (UDP)
84.57.41.53:11720 -> 66.154.83.80:7871 (UDP)
72.207.107.30:5296 -> 66.154.83.80:7871 (UDP)
69.110.116.214:30393 -> 66.154.83.131:7871 (UDP)
71.194.197.13:9733 -> 66.154.87.58:7871 (UDP)
66.154.80.105:7871 -> 85.108.225.197:10586 (UDP)
59.112.57.78:16275 -> 66.154.80.111:7871 (UDP)
72.90.114.163:1024 -> 66.154.80.118:7871 (UDP)
74.32.181.122:60012 -> 66.154.87.57:7871 (UDP)
218.50.1.119:6000 -> 69.61.28.89:3128 (TCP)
202.84.43.227:7443 -> 66.154.80.125:7871 (UDP)
66.154.83.80:7871 -> 66.66.253.61:27197 (UDP)
58.242.136.66:16530 -> 66.154.80.111:7871 (UDP)
196.205.213.7:64618 -> 66.154.80.101:7871 (UDP)
84.156.200.243:11381 -> 66.154.80.111:7871 (UDP)
61.0.45.185:11271 -> 66.154.80.105:7871 (UDP)
87.2.212.151:14723 -> 66.154.87.57:7871 (UDP)
189.157.104.155:64709 -> 66.154.87.61:7871 (UDP)
88.217.8.228:4630 -> 66.154.80.101:7871 (UDP)
66.154.87.41:7871 -> 88.191.50.200:17679 (UDP)
66.154.87.61:7871 -> 218.211.51.85:15158 (UDP)
66.154.80.105:7871 -> 201.244.162.213:2836 (UDP)
66.154.80.125:7871 -> 86.70.62.6:19963 (UDP)
194.165.158.68:8913 -> 66.154.80.111:7871 (UDP)
66.154.83.113:7871 -> 76.84.89.68:2914 (UDP)
201.230.183.172:11707 -> 66.154.87.57:7871 (UDP)
12.159.66.67:10664 -> 10.0.2.15:15931 (UDP)
66.154.80.105:7871 -> 121.88.80.124:8717 (UDP)
66.154.87.61:7871 -> 87.235.127.167:18701 (UDP)
80.25.141.178:5874 -> 66.154.83.80:7871 (UDP)
206.251.0.177:25858 -> 66.154.83.80:7871 (UDP)
75.136.159.226:11275 -> 66.154.80.111:7871 (UDP)
66.154.83.107:7871 -> 83.103.183.123:10735 (UDP)
204.176.184.39:3099 -> 66.154.80.105:7871 (UDP)
66.154.83.138:7871 -> 85.155.70.23:9492 (UDP)
213.198.193.217:10001 -> 66.154.87.57:7871 (UDP)
66.154.83.138:7871 -> 201.240.179.72:15203 (UDP)
195.91.144.45:22861 -> 66.154.87.57:7871 (UDP)
199.72.163.34:50524 -> 66.154.87.61:7871 (UDP)
208.65.67.190:25735 -> 66.154.87.58:7871 (UDP)
72.200.8.88:55205 -> 66.154.80.101:7871 (UDP)
66.154.80.125:7871 -> 83.52.177.220:17273 (UDP)
74.78.188.147:11275 -> 66.154.83.113:7871 (UDP)
66.154.80.125:7871 -> 69.219.175.60:58987 (UDP)
190.188.3.78:21257 -> 66.154.87.58:7871 (UDP)
66.154.83.107:7871 -> 68.228.142.230:2969 (UDP)
84.129.127.98:18581 -> 66.154.80.111:7871 (UDP)
66.154.80.111:7871 -> 86.86.90.206:55237 (UDP)
74.233.128.129:1181 -> 66.154.83.113:7871 (UDP)
69.18.188.22:8085 -> 66.154.83.80:7871 (UDP)
220.200.35.5:47794 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 66.252.82.247:11757 (UDP)
66.154.83.99:139 -> 66.65.19.52:4219 (TCP)
66.154.83.107:7871 -> 88.66.196.171:3797 (UDP)
69.132.3.44:7250 -> 66.154.80.101:7871 (UDP)
70.52.63.151:16814 -> 66.154.83.80:7871 (UDP)
66.154.80.105:7871 -> 88.232.66.204:6049 (UDP)
60.53.244.56:18169 -> 66.154.80.125:7871 (UDP)
220.140.53.14:14885 -> 66.154.80.101:7871 (UDP)
84.155.84.248:25181 -> 66.154.80.101:7871 (UDP)
66.154.87.39:7871 -> 71.159.23.2:28650 (UDP)
202.56.222.122:22128 -> 66.154.87.57:7871 (UDP)
66.154.87.57:7871 -> 24.17.142.105:15703 (UDP)
66.154.80.111:7871 -> 202.177.232.158:2276 (UDP)
82.230.218.167:17959 -> 66.154.87.39:7871 (UDP)
80.218.66.218:33219 -> 66.154.87.57:7871 (UDP)
24.44.133.234:19666 -> 66.154.80.111:7871 (UDP)
66.154.83.113:7871 -> 83.228.95.184:16166 (UDP)
41.208.172.199:63707 -> 66.154.87.41:7871 (UDP)
66.154.87.57:7871 -> 12.215.205.105:20138 (UDP)
218.168.15.29:4243 -> 66.154.87.57:7871 (UDP)
66.154.83.113:7871 -> 122.169.160.126:12066 (UDP)
60.52.16.21:11271 -> 66.154.80.105:7871 (UDP)
64.13.113.82:8 -> 66.154.83.150:63275 (TCP)
66.154.80.125:7871 -> 24.47.202.155:56313 (UDP)
24.99.48.223:4059 -> 66.154.83.113:7871 (UDP)
66.154.87.57:7871 -> 24.208.148.100:30843 (UDP)
83.11.192.94:20142 -> 66.154.83.80:7871 (UDP)
84.72.78.131:22447 -> 66.154.87.39:7871 (UDP)
67.181.121.83:31349 -> 66.154.87.57:7871 (UDP)
84.182.235.4:11134 -> 66.154.80.105:7871 (UDP)
82.122.178.165:15790 -> 66.154.80.111:7871 (UDP)
66.154.80.125:7871 -> 189.168.85.143:1618 (UDP)
88.232.236.15:28265 -> 66.154.87.57:7871 (UDP)
66.154.80.105:7871 -> 85.58.130.190:13391 (UDP)
172.191.197.85:16638 -> 66.154.83.80:7871 (UDP)
88.16.21.83:12090 -> 66.154.80.101:7871 (UDP)
204.116.45.165:33755 -> 66.154.87.39:7871 (UDP)
87.5.127.237:19171 -> 66.154.87.41:7871 (UDP)
66.154.87.41:7871 -> 58.225.124.225:19752 (UDP)
66.154.87.57:7871 -> 88.227.111.214:16275 (UDP)
66.154.80.101:7871 -> 202.189.248.74:50107 (UDP)
91.150.75.92:11271 -> 66.154.87.57:7871 (UDP)
193.239.63.117:14279 -> 66.154.80.111:7871 (UDP)
71.101.9.208:50381 -> 66.154.87.61:7871 (UDP)
74.32.183.165:60768 -> 66.154.87.57:7871 (UDP)
68.115.78.239:15120 -> 66.154.80.101:7871 (UDP)
66.154.83.80:7871 -> 89.19.169.110:50402 (UDP)
67.185.130.125:11929 -> 66.154.87.57:7871 (UDP)
66.154.80.105:7871 -> 59.180.160.184:50606 (UDP)
66.154.87.57:7871 -> 24.15.204.45:16698 (UDP)
66.154.80.119:7871 -> 68.97.12.180:10301 (UDP)
66.154.80.111:7871 -> 76.226.24.170:2519 (UDP)
84.227.169.31:18884 -> 66.154.83.80:7871 (UDP)
85.130.31.126:24461 -> 66.154.80.101:7871 (UDP)
66.154.83.113:7871 -> 89.97.35.68:33467 (UDP)
81.198.79.78:25846 -> 66.154.83.138:7871 (UDP)
65.6.85.109:28415 -> 66.154.87.39:7871 (UDP)
66.154.80.105:7871 -> 82.199.106.223:23076 (UDP)
84.84.238.243:11672 -> 66.154.87.57:7871 (UDP)
200.127.28.93:26700 -> 66.154.83.107:7871 (UDP)
66.154.83.107:7871 -> 24.209.100.119:11271 (UDP)
66.154.87.57:7871 -> 190.48.15.183:19254 (UDP)
200.122.205.152:27583 -> 66.154.83.80:7871 (UDP)
66.154.83.107:7871 -> 217.147.35.29:9304 (UDP)
66.154.80.111:7871 -> 74.56.239.174:12868 (UDP)
71.53.179.195:27197 -> 66.154.87.41:7871 (UDP)
66.154.83.138:7871 -> 69.47.229.16:30041 (UDP)
66.154.87.57:7871 -> 81.0.254.195:11101 (UDP)
65.30.81.171:8 -> 69.61.28.66:63223 (TCP)
66.154.87.58:7871 -> 189.140.232.218:24272 (UDP)
66.154.80.111:7871 -> 82.69.38.180:14198 (UDP)
66.154.83.107:7871 -> 220.133.60.106:61952 (UDP)
66.154.80.105:7871 -> 201.230.186.208:12183 (UDP)
89.245.84.119:10161 -> 66.154.83.107:7871 (UDP)
66.154.80.111:7871 -> 65.40.136.133:23135 (UDP)
24.44.68.24:19945 -> 66.154.87.39:7871 (UDP)
173.213.112.209:80 -> 10.0.2.15:2204 (TCP)
66.154.83.113:7871 -> 24.113.23.60:18984 (UDP)
66.154.83.107:7871 -> 84.57.70.53:20453 (UDP)
71.59.29.108:10196 -> 66.154.87.39:7871 (UDP)
66.154.80.101:7871 -> 213.215.86.3:41455 (UDP)
211.201.210.147:8368 -> 66.154.83.80:7871 (UDP)
66.154.80.125:7871 -> 89.149.243.215:12021 (UDP)
83.243.32.216:17922 -> 66.154.87.61:7871 (UDP)
66.154.80.101:7871 -> 78.49.7.227:2013 (UDP)
85.168.214.139:7628 -> 66.154.83.138:7871 (UDP)
69.62.216.100:9423 -> 66.154.83.138:7871 (UDP)
85.2.62.58:51391 -> 66.154.83.113:7871 (UDP)
66.154.80.125:7871 -> 72.26.78.137:55258 (UDP)
66.154.83.107:7871 -> 64.237.201.45:62440 (UDP)
80.237.16.87:20200 -> 66.154.87.61:7871 (UDP)
66.154.87.39:7871 -> 66.24.9.98:14888 (UDP)
200.121.161.194:29621 -> 66.154.80.105:7871 (UDP)
190.48.39.73:23587 -> 66.154.83.80:7871 (UDP)
69.61.28.70:63289 -> 24.58.101.166:8 (TCP)
66.154.83.80:7871 -> 206.188.250.21:25889 (UDP)
91.10.136.194:64883 -> 66.154.80.101:7871 (UDP)
66.154.87.39:7871 -> 193.219.28.130:6750 (UDP)
66.154.87.34:139 -> 58.237.173.28:4475 (TCP)
66.154.80.111:7871 -> 190.40.54.127:17350 (UDP)
209.233.152.66:1479 -> 66.154.87.57:7871 (UDP)
84.100.220.214:55298 -> 66.154.87.39:7871 (UDP)
66.154.83.113:7871 -> 217.125.110.187:50119 (UDP)
76.243.186.2:26442 -> 66.154.87.57:7871 (UDP)
71.238.10.202:25889 -> 66.154.80.101:7871 (UDP)
61.92.219.177:26644 -> 66.154.83.80:7871 (UDP)
83.218.212.44:27060 -> 66.154.87.57:7871 (UDP)
66.154.80.101:7871 -> 72.224.165.157:8681 (UDP)
